_id,ltable_ID,rtable_ID,ID_ID_lev_dist,ID_ID_lev_sim,ID_ID_jar,ID_ID_jwn,ID_ID_exm,ID_ID_jac_qgm_3_qgm_3,Album_Album_jac_qgm_3_qgm_3,Album_Album_cos_dlm_dc0_dlm_dc0,Album_Album_jac_dlm_dc0_dlm_dc0,Album_Album_mel,Album_Album_lev_dist,Album_Album_lev_sim,Album_Album_nmw,Album_Album_sw,Artist_Artist_jac_qgm_3_qgm_3,Artist_Artist_cos_dlm_dc0_dlm_dc0,Artist_Artist_jac_dlm_dc0_dlm_dc0,Artist_Artist_mel,Artist_Artist_lev_dist,Artist_Artist_lev_sim,Artist_Artist_nmw,Artist_Artist_sw,Genre_Genre_jac_qgm_3_qgm_3,Genre_Genre_cos_dlm_dc0_dlm_dc0,Genre_Genre_jac_dlm_dc0_dlm_dc0,Genre_Genre_mel,Genre_Genre_lev_dist,Genre_Genre_lev_sim,Genre_Genre_nmw,Genre_Genre_sw,Label_Label_jac_qgm_3_qgm_3,Label_Label_cos_dlm_dc0_dlm_dc0,Label_Label_jac_dlm_dc0_dlm_dc0,Label_Label_mel,Label_Label_lev_dist,Label_Label_lev_sim,Label_Label_nmw,Label_Label_sw,Release_Date_Release_Date_jac_qgm_3_qgm_3,Release_Date_Release_Date_cos_dlm_dc0_dlm_dc0,Release_Date_Release_Date_jac_dlm_dc0_dlm_dc0,Release_Date_Release_Date_mel,Release_Date_Release_Date_lev_dist,Release_Date_Release_Date_lev_sim,Release_Date_Release_Date_nmw,Release_Date_Release_Date_sw,predicted
26,a1027,b2314,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.16666666666666666,0.0,0.0,0.7220760583877563,13.0,0.3157894736842105,-1.0,3.0,0.3333333333333333,0.31622776601683794,0.16666666666666666,0.6491228342056274,24.0,0.368421052631579,-10.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
27,a1029,b2316,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.16666666666666666,0.0,0.0,0.6617142558097839,20.0,0.19999999999999996,-13.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
29,a1031,b2299,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.3333333333333333,0.0,0.0,0.8402777910232544,7.0,0.5625,5.0,5.0,0.23809523809523808,0.0,0.0,0.7900000214576721,7.0,0.41666666666666663,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
35,a1036,b2310,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,23.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.5,0.0,0.0,0.8777777552604675,4.0,0.6666666666666667,4.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
36,a1037,b2297,4.0,0.19999999999999996,0.46666666865348816,0.46666666865348816,0.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.2430935792868538,0.04279193609737543,0.04272854063649043,0.7087616973523633,19.822365918600227,0.35271791851608475,-8.901483453784708,4.663750475465957,0.3868198044814639,0.2479375450624617,0.2363944532988878,0.7681906115316205,12.17497421794431,0.492961762012447,0.20419388105878308,6.744929529047782,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
41,a1044,b2266,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,24.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,32.0,0.17777777777777778,0.0,0.0,0.6694444417953491,39.0,0.1875,-27.0,5.0,0.16216216216216217,0.0,0.0,0.6520634889602661,28.0,0.19999999999999996,-21.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
46,a1045,b2268,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.30434782608695654,0.0,0.0,0.7555555105209351,7.0,0.5,5.0,5.0,0.4230769230769231,0.0,0.0,0.8454545736312866,11.0,0.5,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
47,a1046,b2277,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.2430935792868538,0.04279193609737543,0.04272854063649043,0.7087616973523633,19.822365918600227,0.35271791851608475,-8.901483453784708,4.663750475465957,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
48,a1047,b2255,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.2727272727272727,0.0,0.0,0.6430848836898804,36.0,0.33333333333333337,-10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
53,a1049,b2260,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.5,0.0,0.0,0.8777777552604675,4.0,0.6666666666666667,4.0,6.0,0.6785714285714286,0.40824829046386296,0.25,0.8920595049858093,4.0,0.8260869565217391,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
58,a1051,b2280,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.15789473684210525,0.0,0.0,0.6234920620918274,28.0,0.19999999999999996,-20.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
60,a1052,b2288,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.5,0.0,0.0,0.8777777552604675,4.0,0.6666666666666667,4.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
61,a1054,b2275,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
62,a1059,b2287,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.1794871794871795,0.0,0.0,0.6020050048828125,31.0,0.1842105263157895,-24.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
63,a1061,b2284,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.25,0.0,0.0,0.7375661134719849,5.0,0.4444444444444444,2.0,2.0,0.11764705882352941,0.0,0.0,0.7644780874252319,13.0,0.2777777777777778,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
64,a1062,b2240,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,49.0,49.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.1590909090909091,0.0,0.0,0.615765392780304,51.0,0.13559322033898302,-39.0,6.0,0.5555555555555556,0.40824829046386296,0.25,0.9304348230361938,8.0,0.6521739130434783,7.0,13.0,0.5294117647058824,0.6666666666666667,0.5,0.90505051612854,2.0,0.8181818181818181,9.0,9.0,1
66,a1063,b2267,4.0,0.19999999999999996,0.46666666865348816,0.46666666865348816,0.0,0.0,0.8,1.0,1.0,0.9833333492279053,1.0,0.9166666666666666,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.44,0.0,0.0,0.84935063123703,10.0,0.5238095238095238,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
70,a1071,b2274,4.0,0.19999999999999996,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.29411764705882354,0.0,0.0,0.7783550024032593,6.0,0.4545454545454546,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
78,a1073,b2261,5.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.5,5.0,0.16666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.24,0.0,0.0,0.6723809838294983,14.0,0.30000000000000004,-7.0,4.0,0.26666666666666666,0.0,0.0,0.59425288438797,21.0,0.27586206896551724,-13.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
81,a1074,b2256,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.2413793103448276,0.0,0.0,0.7155555486679077,13.0,0.35,-1.0,5.0,0.2926829268292683,0.0,0.0,0.5987988114356995,25.0,0.32432432432432434,-13.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
87,a1081,b2247,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.16666666666666666,0.0,0.0,0.5648484826087952,24.0,0.2727272727272727,-12.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
88,a1082,b2248,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.29411764705882354,0.0,0.0,0.7783550024032593,6.0,0.4545454545454546,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
89,a1083,b2234,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.09090909090909091,0.0,0.0,0.5661110877990723,26.0,0.1875,-14.0,2.0,0.5,0.40824829046386296,0.25,0.9200000166893005,8.0,0.6,4.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
90,a1084,b2242,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.21212121212121213,0.0,0.0,0.6126984357833862,19.0,0.3214285714285714,-7.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
92,a1086,b2238,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.3076923076923077,0.0,0.0,0.8016666769981384,19.0,0.40625,-4.0,7.0,0.4642857142857143,0.31622776601683794,0.16666666666666666,0.7752136588096619,11.0,0.5416666666666667,2.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
93,a1087,b2220,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.14285714285714285,0.0,0.0,0.5751110911369324,17.0,0.31999999999999995,-5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
94,a1088,b2228,4.0,0.19999999999999996,0.46666666865348816,0.46666666865348816,0.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.30434782608695654,0.0,0.0,0.7555555105209351,7.0,0.5,5.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
95,a1090,b2117,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,0.6666666666666666,0.0,0.0,0.9818181991577148,1.0,0.9090909090909091,9.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.10810810810810811,0.0,0.0,0.6451345682144165,17.0,0.26086956521739135,-3.0,3.0,0.17391304347826086,0.0,0.0,0.758827805519104,9.0,0.3076923076923077,1.0,2.0,0.3,0.33333333333333337,0.2,0.709956705570221,4.0,0.6363636363636364,7.0,7.0,1
96,a1091,b2239,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.30434782608695654,0.0,0.0,0.7555555105209351,7.0,0.5,5.0,5.0,0.6153846153846154,0.40824829046386296,0.25,0.9304348230361938,8.0,0.6521739130434783,7.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
98,a1094,b2236,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.19444444444444445,0.0,0.0,0.6207885146141052,23.0,0.25806451612903225,-11.0,5.0,0.3333333333333333,0.0,0.0,0.6406926512718201,21.0,0.36363636363636365,-9.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
102,a1101,b2225,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.25806451612903225,0.0,0.0,0.8268518447875977,19.0,0.2962962962962963,-11.0,6.0,0.175,0.0,0.0,0.6501660346984863,21.0,0.27586206896551724,-6.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
103,a1102,b2226,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.24,0.0,0.0,0.6723809838294983,14.0,0.30000000000000004,-7.0,4.0,0.26666666666666666,0.0,0.0,0.59425288438797,21.0,0.27586206896551724,-13.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
106,a1103,b2229,5.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,1.0,1.0,0.9799999594688416,1.0,0.9,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.375,0.0,0.0,0.796248197555542,5.0,0.5454545454545454,2.0,4.0,0.21212121212121213,0.0,0.0,0.6840245723724365,23.0,0.25806451612903225,-15.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
111,a1108,b2213,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
112,a1110,b2223,5.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666667,0.5,0.9192307591438293,1.0,0.9230769230769231,12.0,12.0,0.30434782608695654,0.6324555320336759,0.4,0.8736842274665833,12.0,0.368421052631579,-5.0,7.0,0.29411764705882354,0.0,0.0,0.7783550024032593,6.0,0.4545454545454546,1.0,3.0,0.2222222222222222,0.0,0.0,0.5769696831703186,34.0,0.2272727272727273,-24.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
113,a1114,b2243,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.06557377049180328,0.0,0.0,0.630476176738739,42.0,0.16000000000000003,-28.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
114,a1115,b2222,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.16,0.0,0.0,0.7230769395828247,9.0,0.3076923076923077,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
129,a1117,b2197,3.0,0.4,0.6000000238418579,0.6000000238418579,0.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.5454545454545454,0.35355339059327373,0.2,0.9041666388511658,2.0,0.875,12.0,12.0,0.13333333333333333,0.0,0.0,0.6518518328666687,13.0,0.2777777777777778,-1.0,3.0,0.43333333333333335,0.0,0.0,0.864814817905426,15.0,0.4444444444444444,-3.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
131,a112,b3121,3.0,0.4,0.6333333253860474,0.6333333253860474,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,0.0847457627118644,0.0,0.0,0.5743145942687988,57.0,0.13636363636363635,-45.0,3.0,0.48148148148148145,0.0,0.0,0.8618181943893433,14.0,0.43999999999999995,-3.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
132,a1121,b2187,4.0,0.19999999999999996,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.2430935792868538,0.04279193609737543,0.04272854063649043,0.7087616973523633,19.822365918600227,0.35271791851608475,-8.901483453784708,4.663750475465957,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
133,a1122,b2185,4.0,0.19999999999999996,0.46666666865348816,0.46666666865348816,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,31.0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.2430935792868538,0.04279193609737543,0.04272854063649043,0.7087616973523633,19.822365918600227,0.35271791851608475,-8.901483453784708,4.663750475465957,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
136,a1126,b2200,5.0,0.0,0.46666666865348816,0.46666666865348816,0.0,0.0,0.7272727272727273,0.8944271909999159,0.8,0.8168420791625977,4.0,0.7894736842105263,11.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.15151515151515152,0.0,0.0,0.7034188508987427,15.0,0.2857142857142857,-2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
137,a1128,b2189,4.0,0.19999999999999996,0.6000000238418579,0.6000000238418579,0.0,0.0,0.3333333333333333,0.4999999999999999,0.3333333333333333,0.75,5.0,0.5833333333333333,7.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.29411764705882354,0.0,0.0,0.7783550024032593,6.0,0.4545454545454546,1.0,3.0,0.4722222222222222,0.2886751345948129,0.14285714285714285,0.7651960849761963,15.0,0.53125,2.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1
140,a113,b3128,4.0,0.19999999999999996,0.4833333194255829,0.4833333194255829,0.0,0.0,0.875,1.0,1.0,0.930476188659668,1.0,0.9523809523809523,19.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.2430935792868538,0.04279193609737543,0.04272854063649043,0.7087616973523633,19.822365918600227,0.35271791851608475,-8.901483453784708,4.663750475465957,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
